id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
28 785.80 25.51 0.41 -0.01 0.07 25 0.00 212.92 1.88 -0.68
29 308.92 25.78 0.43 -0.23 -0.12 25 0.00 109.19 1.18 -0.18
30 565.63 26.16 0.36 0.46 -0.18 25 0.00 234.63 2.27 -0.89
31 909.05 25.56 0.49 -0.18 0.15 25 0.00 139.92 1.53 -0.46
32 281.20 27.37 0.50 0.15 0.07 25 0.00 166.88 1.56 -0.48
33 629.39 28.99 0.48 0.28 0.25 25 0.00 107.35 1.04 -0.04
34 785.60 28.49 0.55 -0.40 0.40 25 0.00 134.25 1.10 -0.10
35 939.97 30.76 0.53 -0.47 -0.02 25 0.00 166.30 1.87 -0.68
36 36.20 32.78 0.51 0.13 -0.00 25 0.00 191.02 1.36 -0.34
37 375.55 32.84 0.52 0.14 -0.01 25 0.00 240.45 2.43 -0.96
38 961.00 32.46 0.51 -0.14 0.08 25 0.00 2836.06 30.50 -3.71
39 446.12 33.97 0.44 0.58 0.19 25 0.00 207.66 2.37 -0.94
40 920.60 34.10 0.40 -0.47 0.07 25 0.00 141.31 1.56 -0.48
41 347.16 34.17 0.49 0.02 0.07 25 0.00 1256.93 12.58 -2.75
42 989.06 34.75 0.48 -0.20 -0.00 25 0.00 257.89 2.68 -1.07
43 571.12 35.89 0.42 0.31 0.13 25 0.00 126.52 1.61 -0.52
44 614.79 35.30 0.53 0.46 0.19 25 0.00 318.32 3.49 -1.36
45 912.02 35.66 0.48 -0.18 0.09 25 0.00 284.44 3.31 -1.30
46 978.99 35.57 0.54 -0.25 0.01 25 0.00 178.06 1.85 -0.67
47 47.33 36.85 0.47 0.16 -0.09 25 0.00 508.72 4.64 -1.67
48 695.22 37.99 0.43 0.45 0.22 25 0.00 111.67 1.35 -0.32
49 958.29 38.37 0.52 -0.27 0.10 25 0.00 108.55 1.03 -0.03
50 886.67 39.95 0.46 -0.32 0.04 25 0.00 1136.02 12.08 -2.71
51 301.08 40.38 0.49 0.12 0.01 25 0.00 470.87 4.58 -1.65
52 357.93 40.31 0.52 0.32 0.08 25 0.00 690.37 6.97 -2.11
53 771.55 40.33 0.50 0.39 0.10 25 0.00 1000.64 10.69 -2.57
54 179.58 41.90 0.59 0.12 -0.05 25 0.00 269.21 2.25 -0.88
55 722.27 41.72 0.48 -0.27 -0.17 25 0.00 101.28 1.19 -0.19
56 666.85 43.04 0.47 0.13 0.08 25 0.00 668.99 7.75 -2.22
57 935.35 43.09 0.47 -0.05 -0.04 25 0.00 590.08 6.37 -2.01
58 945.44 42.84 0.53 -0.12 -0.03 25 0.00 121.19 1.27 -0.26
59 1007.42 42.36 0.52 -0.33 -0.04 25 0.00 113.10 1.06 -0.06
60 365.18 43.97 0.52 0.01 -0.12 25 0.00 510.69 4.64 -1.67
61 310.21 44.49 0.49 0.12 -0.04 25 0.00 3519.91 35.71 -3.88
62 713.92 44.32 0.58 0.53 0.23 25 0.00 198.56 2.05 -0.78
63 396.33 46.79 0.52 0.36 -0.13 25 0.00 106.73 1.01 -0.01
64 489.89 47.14 0.48 0.44 0.11 25 0.00 5704.80 62.30 -4.49
65 851.29 46.00 0.54 0.06 0.20 25 0.00 192.26 1.90 -0.70
66 336.70 48.67 0.64 0.30 -0.07 25 0.00 188.34 1.69 -0.57
67 37.83 49.53 0.61 -0.35 -0.39 25 0.00 176.08 1.27 -0.26
68 356.69 49.64 0.54 0.40 0.01 25 0.00 2530.32 26.33 -3.55
69 722.40 49.48 0.53 0.24 0.02 25 0.00 215.76 2.31 -0.91
70 657.12 51.15 0.42 0.19 0.40 25 0.00 105.54 1.22 -0.22
71 599.14 53.03 0.45 0.01 0.01 25 0.00 275.86 3.01 -1.20
72 617.35 52.39 0.50 -0.02 0.12 25 0.00 281.13 3.00 -1.19
73 622.67 53.01 0.60 -0.02 0.12 25 0.00 122.19 1.38 -0.35
74 798.75 53.32 0.49 -0.53 0.15 25 0.00 125.34 1.37 -0.34
75 219.80 53.44 0.53 0.27 0.02 25 0.00 2868.03 27.87 -3.61
76 388.22 53.20 0.56 -0.77 -0.70 25 0.00 147.92 1.14 -0.14
77 391.02 53.75 0.58 0.25 -0.32 25 0.00 254.50 2.23 -0.87
78 266.73 55.71 0.54 -0.06 -0.03 25 0.00 137.41 1.26 -0.25
79 516.31 57.23 0.42 0.59 0.00 25 0.00 337.67 3.53 -1.37
80 646.99 57.73 0.44 0.76 0.19 25 0.00 106.60 1.12 -0.13
81 689.79 56.89 0.50 0.15 0.09 25 0.00 914.08 10.47 -2.55
82 462.91 58.15 0.46 0.20 0.00 25 0.00 145.45 1.46 -0.41
83 519.17 57.80 0.53 0.62 -0.53 25 0.00 133.58 1.08 -0.08
84 72.22 59.43 0.47 -0.09 0.13 25 0.00 309.96 2.93 -1.17
85 160.89 60.43 0.46 0.44 0.21 25 0.00 1754.50 16.81 -3.06
86 281.68 60.93 0.48 0.17 -0.00 25 0.00 307.17 3.22 -1.27
87 711.70 60.61 0.47 0.43 0.11 25 0.00 160.08 1.69 -0.57
88 750.85 61.07 0.48 -0.05 0.04 25 0.00 80.80 1.03 -0.03
89 339.91 62.22 0.47 0.50 0.21 25 0.00 253.54 2.48 -0.99
90 550.98 61.87 0.52 0.35 0.09 25 0.00 695.52 7.62 -2.21
91 599.21 63.51 0.66 -0.00 0.52 25 0.00 146.59 1.87 -0.68
92 781.44 63.16 0.35 -0.04 0.05 25 0.00 61.44 1.07 -0.07
93 331.32 64.22 0.48 -0.14 0.31 25 0.00 97.72 1.04 -0.04
94 658.17 64.87 0.48 -0.13 0.02 25 0.00 162.49 1.77 -0.62
95 185.68 65.56 0.55 -0.19 -0.31 25 0.00 174.30 1.45 -0.40
96 390.16 65.89 0.47 0.33 0.01 25 0.00 279.11 2.88 -1.15
97 505.14 65.37 0.41 0.03 0.22 25 0.00 89.96 1.02 -0.02
98 697.76 65.67 0.52 -0.16 0.04 25 0.00 207.76 2.14 -0.82
99 887.51 65.98 0.45 -0.41 -0.17 25 0.00 232.95 2.62 -1.05
100 923.88 65.89 0.49 -0.18 0.01 25 0.00 2717.69 30.36 -3.71
101 954.71 65.65 0.48 0.55 -0.04 25 0.00 99.46 1.19 -0.19
102 453.76 66.44 0.63 0.42 0.26 25 0.00 210.77 2.02 -0.76
103 593.39 66.87 0.49 0.14 0.02 25 0.00 870.79 9.22 -2.41
104 622.10 67.14 0.46 -0.22 0.15 25 0.00 106.12 1.29 -0.28
105 962.89 67.14 0.50 -0.31 0.01 25 0.00 212.22 2.34 -0.92
106 145.69 68.06 0.49 0.18 0.06 25 0.00 4088.05 40.51 -4.02
107 714.83 67.52 0.50 0.11 0.18 25 0.00 673.60 7.11 -2.13
108 996.57 68.49 0.52 -0.32 -0.10 25 0.00 132.44 1.27 -0.26
109 265.14 70.25 0.43 0.42 -0.01 25 0.00 437.52 4.21 -1.56
110 372.55 69.77 0.54 0.37 0.05 25 0.00 468.74 4.81 -1.71
111 689.10 70.29 0.55 0.25 0.44 25 0.00 135.83 1.46 -0.41
112 110.88 72.00 0.45 0.29 0.27 25 0.00 195.61 1.70 -0.58
113 54.12 74.83 0.40 -0.25 0.30 25 0.00 176.20 1.38 -0.35
114 93.41 73.57 0.63 -0.11 0.05 25 0.00 178.33 1.37 -0.34
115 391.77 73.83 0.45 -0.04 0.04 25 0.00 151.96 1.67 -0.55
116 876.84 73.39 0.51 0.03 0.10 25 0.00 831.00 8.96 -2.38
117 926.31 73.79 0.50 -0.66 0.01 25 0.00 101.53 1.17 -0.17
118 317.87 74.58 0.46 0.17 -0.09 25 0.00 183.67 1.77 -0.62
119 991.61 76.24 0.45 0.01 -0.07 25 0.00 393.31 4.18 -1.55
120 583.99 76.50 0.54 0.37 0.17 25 0.00 91.64 1.04 -0.04
121 769.32 77.38 0.44 0.34 0.14 25 0.00 261.76 3.06 -1.22
122 215.28 77.39 0.48 -0.22 -0.13 25 0.00 6800.55 64.08 -4.52
123 283.29 77.79 0.40 0.21 -0.11 25 0.00 125.16 1.19 -0.19
124 951.14 77.40 0.52 -0.24 0.04 25 0.00 438.55 4.75 -1.69
125 146.53 79.52 0.44 0.18 0.22 25 0.00 290.81 2.74 -1.09
126 573.91 78.87 0.51 0.39 0.09 25 0.00 5438.76 61.69 -4.48
127 969.73 78.72 0.49 -0.00 0.08 25 0.00 191.74 1.93 -0.71
128 93.70 79.94 0.49 0.11 -0.03 25 0.00 633.21 6.12 -1.97
129 932.98 80.29 0.47 -0.51 0.11 25 0.00 99.00 1.09 -0.09
130 262.97 81.64 0.64 0.41 -0.09 25 0.00 173.11 1.46 -0.41
131 877.52 81.83 0.48 -0.37 -0.09 25 0.00 114.67 1.23 -0.22
132 941.53 82.31 0.45 -0.32 -0.08 25 0.00 280.86 2.84 -1.13
133 740.52 83.56 0.50 0.19 0.02 25 0.00 418.14 4.55 -1.65
134 938.49 83.57 0.47 -0.63 -0.38 25 0.00 129.37 1.22 -0.22
135 415.58 85.03 0.54 0.24 0.11 25 0.00 232.35 2.36 -0.93
136 131.49 85.87 0.41 0.13 0.09 25 0.00 151.18 1.28 -0.27
137 765.98 86.47 0.40 -0.40 0.42 25 0.00 86.70 1.12 -0.12
138 39.67 87.78 0.44 0.66 0.46 25 0.00 126.25 1.08 -0.09
139 663.63 87.83 0.59 0.38 0.02 25 0.00 158.70 1.69 -0.57
140 69.82 89.56 0.46 -0.27 -0.25 25 0.00 125.97 1.17 -0.17
141 213.99 89.00 0.47 0.23 0.01 25 0.00 2364.50 23.64 -3.43
142 310.00 88.81 0.50 0.08 -0.02 25 0.00 186.66 1.75 -0.61
143 955.59 88.50 0.46 -0.28 -0.17 25 0.00 139.96 1.54 -0.47
144 471.60 89.90 0.49 0.17 -0.02 25 0.00 167.46 1.94 -0.72
145 737.22 89.79 0.50 0.37 0.19 25 0.00 100.27 1.17 -0.17
146 141.22 90.62 0.55 0.47 -0.24 25 0.00 132.80 1.19 -0.19
147 264.49 91.72 0.45 0.89 0.26 25 0.00 165.20 1.57 -0.49
148 797.01 90.59 0.50 -0.07 0.10 25 0.00 861.67 9.48 -2.44
149 13.74 92.10 0.43 -0.12 0.01 25 0.00 118.53 1.15 -0.15
150 350.76 92.38 0.39 0.19 -0.10 25 0.00 130.22 1.46 -0.41
151 100.03 93.09 0.43 0.11 0.29 25 0.00 169.23 1.48 -0.43
152 328.22 92.86 0.45 -0.72 -0.36 25 0.00 121.34 1.22 -0.22
153 233.16 93.30 0.48 -0.13 -0.07 25 0.00 1222.96 11.30 -2.63
154 266.45 93.33 0.52 0.70 0.08 25 0.00 139.93 1.36 -0.34
155 571.72 94.25 0.47 0.23 0.14 25 0.00 1504.07 16.98 -3.08
156 706.10 93.58 0.48 0.03 0.14 25 0.00 585.52 6.42 -2.02
157 758.94 93.96 0.46 0.21 0.25 25 0.00 178.19 2.06 -0.79
158 955.33 95.46 0.50 0.00 0.14 25 0.00 172.01 1.80 -0.64
159 348.61 96.42 0.61 0.36 0.00 25 0.00 149.81 1.38 -0.35
160 586.05 96.27 0.54 0.30 0.21 25 0.00 35663.02 387.26 -6.47
161 308.09 98.19 0.48 0.21 -0.13 25 0.00 178.24 1.63 -0.53
162 728.91 97.68 0.51 -0.09 0.01 25 0.00 186.56 2.14 -0.82
163 990.26 98.20 0.47 -0.27 -0.06 25 0.00 500.90 5.33 -1.82
164 559.46 99.18 0.45 0.10 0.14 25 0.00 462.46 4.68 -1.68
165 930.05 99.26 0.45 -0.44 0.15 25 0.00 84.12 1.03 -0.04
166 100.04 100.17 0.58 0.07 0.02 25 0.00 154.19 1.37 -0.34
167 203.27 102.11 0.56 0.36 -0.26 25 0.00 156.11 1.39 -0.36
168 277.08 101.36 0.51 0.11 -0.02 25 0.00 1708.31 17.12 -3.08
169 646.59 101.35 0.50 0.19 0.11 25 0.00 121.05 1.40 -0.37
170 719.88 102.31 0.39 0.24 0.27 25 0.00 216.52 2.49 -0.99
171 867.71 101.92 0.48 -0.19 -0.02 25 0.00 2706.65 31.21 -3.74
172 70.43 102.82 0.55 -0.01 -0.23 25 0.00 140.46 1.35 -0.33
173 197.10 102.89 0.55 -0.10 -0.44 25 0.00 144.28 1.22 -0.21
174 838.68 103.57 0.52 0.13 0.05 25 0.00 887.04 9.90 -2.49
175 946.30 104.27 0.50 -0.66 -0.09 25 0.00 220.04 2.09 -0.80
176 340.13 105.11 0.46 -0.04 -0.17 25 0.00 156.38 1.67 -0.56
177 455.53 104.23 0.57 0.82 0.28 25 0.00 593.46 5.83 -1.91
178 661.18 104.81 0.50 0.17 0.06 25 0.00 2255.83 26.25 -3.55
179 312.83 105.54 0.60 0.34 0.06 25 0.00 286.29 2.75 -1.10
180 414.72 105.91 0.53 0.38 0.01 25 0.00 171.94 1.91 -0.70
181 565.34 105.74 0.51 0.25 0.04 25 0.00 558.84 5.76 -1.90
182 824.96 105.62 0.50 -0.05 0.12 25 0.00 2062.04 22.69 -3.39
183 452.53 105.87 0.56 0.32 0.19 25 0.00 137.94 1.17 -0.17
184 654.60 108.12 0.54 0.24 -0.10 25 0.00 100.70 1.16 -0.16
185 861.12 108.66 0.50 -0.19 0.05 25 0.00 310.29 3.65 -1.41
186 896.18 109.38 0.46 -0.28 0.09 25 0.00 415.08 4.49 -1.63
187 314.57 110.69 0.53 -0.36 -0.43 25 0.00 120.91 1.04 -0.05
188 75.60 111.53 0.48 0.53 0.05 25 0.00 181.03 1.53 -0.46
189 683.88 111.51 0.59 -0.16 -0.22 25 0.00 92.81 1.03 -0.03
190 794.03 112.06 0.42 -0.28 0.02 25 0.00 97.57 1.26 -0.25
191 675.87 113.15 0.51 -0.13 0.14 25 0.00 118.24 1.32 -0.30
192 927.63 113.35 0.42 -0.81 -0.14 25 0.00 91.52 1.25 -0.24
193 574.08 113.45 0.50 0.08 0.14 25 0.00 342.18 3.92 -1.48
194 422.88 114.43 0.54 0.31 0.08 25 0.00 151.66 1.56 -0.48
195 739.90 114.30 0.49 0.11 0.34 25 0.00 74.35 1.00 -0.00
196 31.81 116.71 0.44 0.32 0.27 25 0.00 192.48 1.77 -0.62
197 485.58 115.88 0.48 0.11 0.09 25 0.00 391.36 3.99 -1.50
198 583.77 116.40 0.50 0.10 0.14 25 0.00 215.32 2.40 -0.95
199 804.49 117.47 0.46 0.34 0.08 25 0.00 1810.24 20.06 -3.26
200 309.66 117.81 0.52 0.33 -0.01 25 0.00 216.91 2.22 -0.87
201 73.03 119.44 0.42 0.41 0.14 25 0.00 2792.57 26.11 -3.54
202 271.58 119.39 0.50 0.22 0.11 25 0.00 274.35 2.96 -1.18
203 298.21 120.04 0.50 0.41 0.04 25 0.00 122.04 1.04 -0.04
204 441.27 119.49 0.49 -0.16 -0.15 25 0.00 85.11 1.04 -0.04
205 662.32 119.66 0.46 -0.14 -0.04 25 0.00 92.96 1.06 -0.06
206 808.12 120.04 0.47 -0.06 -0.03 25 0.00 939.68 10.05 -2.51
207 277.79 120.79 0.49 -0.07 0.11 25 0.00 101.08 1.13 -0.13
208 317.35 121.91 0.45 -0.24 -0.60 25 0.00 135.12 1.19 -0.19
209 754.63 122.07 0.50 -0.01 -0.00 25 0.00 807.32 9.36 -2.43
210 301.21 123.52 0.52 -0.79 0.16 25 0.00 128.54 1.17 -0.17
211 879.28 123.70 0.52 -0.20 -0.01 25 0.00 211.77 2.39 -0.95
212 395.79 124.36 0.55 0.50 0.09 25 0.00 7713.40 80.78 -4.77
213 745.60 124.69 0.50 0.13 -0.04 25 0.00 414.28 4.76 -1.69
214 776.13 124.94 0.51 0.03 0.04 25 0.00 520.42 6.12 -1.97
215 963.10 125.71 0.44 -0.31 0.21 25 0.00 120.16 1.33 -0.31
216 204.31 126.34 0.41 0.31 -0.14 25 0.00 181.86 1.38 -0.35
217 427.94 126.73 0.55 0.35 0.17 25 0.00 191.44 1.90 -0.70
218 521.75 126.61 0.51 0.02 -0.05 25 0.00 117.71 1.33 -0.31
219 589.21 126.89 0.52 0.35 -0.10 25 0.00 324.76 3.24 -1.28
220 858.51 127.39 0.48 -0.01 -0.13 25 0.00 79.46 1.03 -0.03
221 930.48 127.26 0.46 0.02 -0.01 25 0.00 1047.06 11.30 -2.63
222 205.37 126.95 0.45 0.58 -0.41 25 0.00 126.89 1.10 -0.11
223 870.51 127.35 0.52 -0.54 0.03 25 0.00 1219.05 13.18 -2.80
224 188.67 128.94 0.53 0.62 0.34 25 0.00 173.35 1.46 -0.41
225 507.86 128.69 0.50 0.35 0.12 25 0.00 212.00 2.36 -0.93
226 705.16 129.10 0.46 0.22 0.09 25 0.00 216.16 2.73 -1.09
227 367.37 129.81 0.51 0.26 -0.03 25 0.00 219.11 2.45 -0.97
228 729.81 130.38 0.46 0.02 0.21 25 0.00 154.40 1.81 -0.64
229 105.95 131.05 0.51 -0.01 -0.25 25 0.00 459.97 4.28 -1.58
230 380.84 130.52 0.55 0.23 0.12 25 0.00 285.72 2.71 -1.08
231 553.40 131.19 0.51 0.14 -0.04 25 0.00 424.29 4.82 -1.71
232 965.39 130.88 0.51 -0.40 -0.08 25 0.00 651.15 7.34 -2.16
233 415.34 133.10 0.42 0.17 -0.24 25 0.00 276.56 2.64 -1.05
234 956.81 132.94 0.49 0.14 0.02 25 0.00 862.71 9.14 -2.40
235 431.58 133.73 0.53 0.67 0.12 25 0.00 1358.66 14.23 -2.88
236 541.36 133.83 0.46 0.48 0.42 25 0.00 86.05 1.13 -0.13
237 817.24 133.94 0.53 0.20 0.18 25 0.00 72.25 1.01 -0.01
238 921.52 133.71 0.51 -0.40 -0.10 25 0.00 656.96 7.34 -2.16
239 904.76 134.95 0.48 -0.00 -0.12 25 0.00 310.92 3.67 -1.41
240 949.09 134.71 0.49 -0.18 0.06 25 0.00 276.68 3.08 -1.22
241 214.78 135.99 0.51 0.21 -0.00 25 0.00 724.53 6.81 -2.08
242 608.75 135.67 0.50 0.11 0.11 25 0.00 475.49 5.18 -1.79
243 796.43 135.76 0.51 -0.20 -0.04 25 0.00 4460.30 51.05 -4.27
244 871.54 135.71 0.48 -0.08 -0.06 25 0.00 438.55 4.87 -1.72
245 38.05 136.73 0.46 -0.40 -0.01 25 0.00 123.59 1.13 -0.14
246 464.47 137.18 0.51 -0.10 -0.10 25 0.00 231.13 2.39 -0.95
247 144.59 138.51 0.43 0.14 0.06 25 0.00 217.45 2.09 -0.80
248 621.10 138.33 0.47 0.38 0.13 25 0.00 1561.95 18.24 -3.15
249 638.62 138.07 0.45 -0.43 -0.16 25 0.00 180.12 1.79 -0.63
250 899.58 139.17 0.47 -0.34 -0.08 25 0.00 1086.39 12.52 -2.74
251 365.58 140.43 0.60 0.47 -0.03 25 0.00 137.04 1.41 -0.37
252 767.63 140.65 0.53 0.42 -0.06 25 0.00 101.76 1.08 -0.08
253 182.45 141.71 0.57 0.26 -0.01 25 0.00 408.38 3.92 -1.48
254 201.06 141.38 0.45 0.10 -0.06 25 0.00 143.46 1.25 -0.24
255 999.50 141.78 0.54 -0.72 -0.35 25 0.00 120.39 1.29 -0.27
256 359.23 143.39 0.47 -0.34 -0.22 25 0.00 125.61 1.28 -0.27
257 803.44 143.68 0.50 -0.17 -0.02 25 0.00 104.05 1.23 -0.22
258 433.17 144.61 0.57 0.29 -0.71 25 0.00 161.20 1.23 -0.22
259 748.57 144.44 0.50 0.25 0.06 25 0.00 188.35 2.29 -0.90
260 950.97 146.41 0.44 -0.06 -0.01 25 0.00 93.04 1.12 -0.12
261 639.48 146.63 0.53 0.08 -0.02 25 0.00 96.63 1.14 -0.14
262 775.49 146.55 0.53 -0.34 -0.04 25 0.00 157.61 1.81 -0.64
263 873.79 147.15 0.49 -0.28 -0.02 25 0.00 897.81 10.14 -2.52
264 878.21 147.11 0.53 0.04 -0.29 25 0.00 199.97 2.03 -0.77
265 975.02 146.76 0.52 -0.19 -0.34 25 0.00 120.63 1.23 -0.22
266 979.73 146.48 0.55 0.02 0.10 25 0.00 177.48 1.63 -0.53
267 373.79 149.21 0.50 0.33 0.29 25 0.00 211.44 2.08 -0.80
268 427.37 148.50 0.57 0.53 -0.03 25 0.00 6418.47 65.85 -4.55
269 524.92 149.12 0.45 0.23 0.22 25 0.00 84.47 1.01 -0.01
270 660.81 149.20 0.46 0.09 0.10 25 0.00 1085.54 12.37 -2.73
271 64.17 151.62 0.47 -0.05 0.11 25 0.00 457.47 4.23 -1.56
272 448.45 151.25 0.52 -0.08 -0.02 25 0.00 255.09 2.79 -1.11
273 923.68 152.45 0.36 -0.54 -0.04 25 0.00 97.02 1.31 -0.29
274 347.37 152.84 0.40 -0.01 -0.23 25 0.00 95.84 1.26 -0.25
275 746.03 153.34 0.48 0.33 0.15 25 0.00 291.15 3.47 -1.35
276 194.36 153.92 0.51 0.15 -0.10 25 0.00 314.18 2.99 -1.19
277 714.16 153.65 0.49 -0.24 0.08 25 0.00 190.67 2.36 -0.93
278 910.61 154.17 0.47 -0.40 -0.05 25 0.00 1528.42 17.59 -3.11
279 963.74 154.13 0.47 0.08 -0.20 25 0.00 150.42 1.74 -0.60
280 178.94 154.78 0.47 -0.06 -0.23 25 0.00 125.85 1.14 -0.14
281 278.76 155.06 0.56 -0.11 -0.34 25 0.00 164.07 1.64 -0.54
282 832.22 154.55 0.55 -0.16 0.11 25 0.00 91.83 1.18 -0.18
283 272.64 156.35 0.49 0.07 -0.18 25 0.00 133.87 1.25 -0.25
284 489.37 155.34 0.57 0.33 0.02 25 0.00 209.37 2.02 -0.76
285 140.71 156.56 0.51 0.38 -0.02 25 0.00 188.17 1.66 -0.55
286 255.41 156.83 0.54 0.29 0.03 25 0.00 231.07 2.30 -0.90
287 548.46 157.54 0.55 0.22 -0.04 25 0.00 81.70 1.01 -0.01
288 652.00 157.57 0.54 0.25 0.09 25 0.00 5785.07 66.37 -4.55
289 812.04 157.72 0.52 0.03 -0.06 25 0.00 303.91 3.64 -1.40
290 271.37 159.22 0.42 0.46 0.06 25 0.00 262.77 2.35 -0.93
291 234.26 160.04 0.56 0.11 -0.09 25 0.00 226.66 2.16 -0.84
292 413.78 161.22 0.55 0.34 -0.09 25 0.00 236.89 2.32 -0.91
293 897.53 161.28 0.46 -0.04 0.04 25 0.00 206.09 2.37 -0.94
294 204.94 162.10 0.44 0.19 -0.11 25 0.00 150.46 1.35 -0.32
295 280.58 162.91 0.45 0.01 0.02 25 0.00 209.15 2.18 -0.85
296 678.37 163.51 0.42 -0.40 -0.14 25 0.00 119.94 1.21 -0.21
297 45.01 163.25 0.47 -0.27 -0.11 25 0.00 117.84 1.07 -0.08
298 33.44 165.16 0.45 0.32 -0.26 25 0.00 198.44 1.80 -0.64
299 145.24 165.51 0.47 0.00 0.04 25 0.00 488.13 4.77 -1.70
300 199.20 164.17 0.59 0.57 0.15 25 0.00 279.20 2.04 -0.77
301 802.60 165.06 0.46 -0.31 -0.15 25 0.00 116.49 1.41 -0.37
302 885.35 165.10 0.50 -0.33 -0.02 25 0.00 102.51 1.37 -0.35
303 173.02 167.08 0.50 -0.80 -0.50 25 0.00 177.63 1.33 -0.31
304 178.58 166.46 0.55 0.05 -0.07 25 0.00 228.08 1.97 -0.73
305 744.75 167.09 0.42 0.08 0.11 25 0.00 279.94 3.13 -1.24
306 497.14 168.99 0.49 0.48 0.29 25 0.00 79.59 1.01 -0.01
307 812.14 169.22 0.49 0.03 0.06 25 0.00 12144.50 143.51 -5.39
308 291.94 170.50 0.43 0.50 0.10 25 0.00 94.95 1.04 -0.05
309 622.35 169.44 0.49 0.05 0.09 25 0.00 243.80 2.81 -1.12
310 835.18 170.31 0.48 -0.11 -0.01 25 0.00 705.68 7.94 -2.25
311 459.54 170.70 0.55 0.42 -0.01 25 0.00 816.82 8.84 -2.37
312 331.73 172.06 0.42 0.55 -0.08 25 0.00 111.67 1.13 -0.13
313 679.27 172.24 0.47 0.30 0.06 25 0.00 6731.38 79.19 -4.75
314 819.99 172.67 0.51 -0.12 0.03 25 0.00 175.25 2.13 -0.82
315 442.48 173.30 0.52 0.55 0.04 25 0.00 122.82 1.24 -0.23
316 701.25 175.17 0.44 0.27 -0.19 25 0.00 441.27 4.35 -1.60
317 695.42 175.75 0.52 0.22 -0.08 25 0.00 15190.85 171.87 -5.59
318 139.44 176.88 0.55 0.40 -0.00 25 0.00 321.64 2.84 -1.13
319 348.89 176.66 0.53 0.29 -0.09 25 0.00 446.40 4.77 -1.70
320 21.95 177.94 0.41 0.35 0.07 25 0.00 935.46 8.19 -2.28
321 321.93 177.35 0.59 0.17 0.04 25 0.00 150.56 1.39 -0.36
322 482.29 177.97 0.46 0.49 -0.03 25 0.00 154.15 1.77 -0.62
323 1006.51 177.81 0.51 -0.52 -0.18 25 0.00 148.73 1.66 -0.55
324 493.60 178.52 0.54 -0.08 -0.02 25 0.00 119.83 1.44 -0.39
325 509.68 179.41 0.48 0.17 0.12 25 0.00 5800.79 65.48 -4.54
326 677.98 178.95 0.49 0.22 0.08 25 0.00 408.52 4.75 -1.69
327 196.85 180.25 0.47 0.26 -0.01 25 0.00 129.95 1.27 -0.26
328 401.89 180.95 0.51 0.38 -0.02 25 0.00 7010.75 77.62 -4.72
329 786.23 181.07 0.50 0.01 0.00 25 0.00 6703.77 79.41 -4.75
330 870.51 180.96 0.49 -0.21 -0.17 25 0.00 790.18 9.23 -2.41
331 718.90 183.34 0.48 0.01 0.08 25 0.00 775.45 9.39 -2.43
332 760.95 183.05 0.48 -0.34 -0.17 25 0.00 82.65 1.15 -0.15
